sum.taxonomy,K0512_L7,K0514_B2,K0514_E4,K0514_L7,K0515_G5,K0515_K6,K0515_L7,K0572_B2,K0611_K6,K0613_A1,K0613_B2,K0613_K6,K0613_M8,K0614_G5,K0614_T9,K0615_L7,K0616_B2,K0616_C3,K0616_G5,K0616_K6,K0617_B2,K0617_C3,K0617_E4,K0617_L7,K0618_G5,K0619_E4,K0619_M8,K0619_T9,K0712_A1,K0712_B2,K0712_K6,K0713_C3,K0714_T9,K0715_A1,K0716_B2,K0717_C3,K0717_K6,K0718_A1,K0718_B2,K0719_G5,K0719_K6,K0720_L7,K0757_A1,K0759_E4,K0773_A1,K0774_M8,K0777_G5,K0778_A1,K0779_E4,K0779_K6,K0779_T9,K0792_C3,K0832_K6,K0835_A1,K0836_G5,K0838_B2,K0713_G5
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,61,5,0,0,25,0,0,41,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,14,0,5,3,3,28,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
Actinobacteria;Actinobacteria;Jiangellales;Jiangellaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,0,0,0,0,0,0,73,0
Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;,0,0,0,0,11,0,0,256,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,35,0,0,0,0,0,0,0,48,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia sp. I13A-00002,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,67,0,0,0,0,0,0,0,0,0,155,0,0,0
Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;,273,0,0,0,1,0,0,52,226,23,15,0,256,114,0,0,43,0,57,29,29,177,67,26,156,54,72,88,0,8,0,35,46,77,0,0,48,28,16,61,12,0,31,14,97,64,50,0,34,0,41,0,23,118,88,0,0
Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Pseudokineococcus;Pseudokineococcus sp. SCSIO 13315,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;,44,0,0,0,124,0,0,147,0,0,0,0,0,0,286,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,381,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,21,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;Georgenia sp. ICU7,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;,1460,0,0,4,240,1,11,433,0,0,0,0,0,0,21,27,0,0,0,46,14,0,0,0,0,2,2,0,0,0,9,1451,0,0,0,0,0,0,16,496,0,0,0,322,0,0,0,0,0,0,0,0,11,133,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. LZB056,102,0,0,0,29,0,0,179,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,13,0,0,0,152,0,0,0,0,0,0,0,0,0,31,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,96,10,0,0,0,3,0,0,0,0,0,0,0,7,4,0,1,15,0,9,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,22,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Demequina;,0,0,0,26,10,0,0,0,0,0,0,12,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;NA;,0,0,6,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,34,0
Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus;,0,0,0,0,0,0,0,0,0,0,0,0,27,90,0,0,0,0,0,20,0,0,22,3,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,0,0,0,0,0,0,0,81,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,58,0,0,8,0,0,0,18,0,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;,7,0,0,0,0,0,2,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Herbiconiux;,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,0,0,10,0,21,0,0,0,0,0,0,10,0,46,0,0,0,0,84,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;,1022,0,776,92,172,36,57,907,0,0,0,138,35,12,464,207,0,126,0,3,16,0,9,36,0,0,12,0,38,77,15,1064,18,6,65,8,26,16,79,281,0,30,0,1803,1,3,0,40,0,0,4,0,7,513,0,36,0
Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella;,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;,704,1,0,3,47,0,22,23,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,4,330,0,8,0,8,0,0,9,303,0,0,0,99,0,0,0,0,0,0,0,0,5,113,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter pigmenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Citricoccus;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;,1267,1,0,17,1344,0,58,3562,0,0,0,39,0,0,875,1873,0,0,0,91,0,0,0,14,0,0,0,0,69,38,0,2378,10,10,14,7,10,16,25,546,0,26,0,110,0,0,0,7,0,0,36,0,59,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;NA;,1455,20,0,22,222,0,21,19,0,0,0,0,0,0,27,79,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,238,0,0,0,0,10,3,26,340,0,14,0,33,0,0,0,0,0,0,0,0,19,8,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;,0,0,0,56,5,0,0,0,0,0,0,10,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,27,249,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0
Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;Nesterenkonia pannonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micrococcales;NA;;,215,10,7,58,477,81,22,2309,8,9,16,110,90,31,534,21,31,101,7,120,224,12,54,0,14,13,72,16,55,34,193,338,34,66,0,202,0,72,43,38,22,144,11,135,27,18,11,103,8,10,101,39,104,399,14,272,0
Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,3,0,0,0,0,0,12,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0
Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora;,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;,113,4,0,0,6,0,4,630,0,0,0,3,28,49,1,0,0,0,19,15,9,0,4,99,0,0,1,0,0,0,8,339,7,7,7,9,61,0,37,1,0,0,0,920,27,0,0,0,0,6,0,0,31,2813,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;,112,68,0,4,72,28,21,291,0,0,0,0,104,28,14,15,0,0,14,30,47,56,32,16,0,21,4,0,4,9,0,349,18,0,7,11,0,5,0,8,16,18,0,385,39,49,0,3,0,0,0,0,10,63,5,26,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora harpali,0,0,0,0,0,14,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,0,0,28,16,43,16,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp.,47,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,17,8,0,0,0,0,0,4,0,23,15,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,16,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. I12A-02659,320,0,0,5,131,0,25,179,0,0,0,0,0,7,0,6,0,10,0,0,0,0,0,17,0,0,0,0,50,77,0,324,0,0,0,0,20,0,0,39,0,0,0,202,0,0,0,2,0,0,0,0,9,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. PC1053,0,0,0,0,0,0,0,0,0,0,0,33,9,12,0,8,0,29,0,0,5,0,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,10,0,0,0,0,0,7,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;Micromonosporaceae bacterium,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Salinispora;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Actinobacteria;Actinobacteria;NA;;NA;,220,174,215,743,180,408,130,294,62,186,112,257,281,236,321,236,149,660,176,377,248,62,163,186,46,228,310,174,440,562,196,232,205,294,641,126,56,234,214,882,544,218,139,55,173,271,108,417,154,84,222,211,243,134,108,580,0
Actinobacteria;Actinobacteria;NA;;NA;actinobacterium enrichment culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;Actinobacteria bacterium SCGC AAA007-J07,69,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium CH9,0,0,43,59,14,20,0,13,5,7,3,13,58,64,58,16,0,12,21,34,54,7,36,20,0,6,31,10,11,8,15,6,29,7,11,14,0,8,3,0,0,0,9,10,30,22,0,10,0,24,18,0,17,2,6,17,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium enrichment culture,0,10,0,0,0,4,78,0,46,77,32,0,16,20,0,0,87,0,27,28,7,66,40,10,43,35,41,58,7,0,0,0,57,46,10,30,0,6,20,0,84,0,51,0,9,54,33,0,22,2,19,68,1,0,42,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium L2002,0,4,0,9,0,0,0,13,0,0,4,15,16,13,0,7,0,14,0,27,17,3,11,4,0,0,12,0,0,0,10,0,12,2,10,42,14,0,2,0,6,10,4,1,11,8,0,30,0,45,6,0,10,0,9,6,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium SCGC AAA007-L10,0,0,0,56,11,5,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0,35,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,77,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium SCGC AAA041-L20,0,0,4,4,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium SCGC AAA240-L08,0,0,223,160,0,217,20,0,0,0,0,0,0,3,3,18,0,6,0,2,0,0,3,0,0,0,4,0,64,1,0,0,0,0,123,18,0,0,38,4,3,9,0,0,0,0,0,0,0,0,6,1,5,19,0,20,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium WWH12,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,56,1,4,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,28,0,1,0,0,0,0,1,0,4,0,1,2,40,7,10,0,0,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium YJF1-30,0,4,6,6,4,3,59,0,12,29,19,11,18,21,0,13,16,28,24,15,26,19,19,79,35,29,37,13,19,25,48,0,25,30,29,9,11,23,103,0,6,0,20,0,100,34,33,26,26,8,97,8,16,0,53,12,0
Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium YJF2-33,0,0,9,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;metal-contaminated soil clone K20-25,0,32,0,0,0,0,6,0,13,0,0,0,19,19,0,0,0,0,14,14,28,0,11,49,0,0,0,21,0,0,0,0,16,6,20,6,40,8,47,0,35,0,27,0,31,13,0,0,11,0,6,22,39,0,4,0,0
Actinobacteria;Actinobacteria;NA;NA;NA;unidentified Actinomycete OPT29,0,0,0,0,0,0,0,0,13,7,10,0,0,0,0,0,16,0,0,0,0,19,0,0,34,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,9,0,0,1,0,0,19,0,0
Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;NA;,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,75,0,0,0,0,3,0,0,23,0
Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella sp.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;,7,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,52,7,21,0,0,0,0,0,0,0,0,0,0,22,0,75,0,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;,20,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,48,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp. UNPA182,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,24,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;,199,0,0,0,94,1,0,536,0,0,0,5,0,8,0,0,0,4,0,22,0,0,9,2,0,0,1,0,0,20,0,150,0,0,0,0,0,0,0,184,0,0,0,180,18,1,0,0,0,0,2,0,36,342,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;,198,0,0,6,46,0,0,169,0,0,0,0,40,121,0,25,0,0,0,11,21,0,24,39,0,0,525,0,0,14,0,181,29,12,0,0,0,38,8,179,0,0,0,136,72,42,0,0,0,0,27,0,44,86,0,0,0
Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp.,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;,38,0,0,7,55,25,29,222,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,14,27,0,17,0,21,0,22,5,8,20,10,0,0,0,67,0,0,0,0,0,0,0,0,23,8,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lentzea;,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,54,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;,44,0,0,0,17,0,1,130,0,0,0,0,70,32,2,73,0,45,33,5,60,0,32,44,0,0,9,0,0,6,38,105,27,10,0,0,68,29,0,52,0,0,0,104,79,18,0,0,0,0,13,24,72,145,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;,151,23,0,8,108,54,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,10,0,0,23,16,48,26,18,38,80,0,24,0,175,0,0,0,18,0,0,0,0,0,177,0,28,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora sp. MSI039,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;,0,0,0,2,0,0,0,12,0,0,0,5,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;,4,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix lopnurensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Sporichthyales;Sporichthyaceae;NA;,0,8,0,0,0,0,2,0,0,6,0,0,36,17,0,0,0,16,26,17,22,0,13,29,12,16,15,8,0,0,0,0,24,7,16,4,5,5,0,0,1,0,0,0,8,18,0,0,0,13,16,12,9,0,6,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;,11,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;,59,36,2,0,1,0,10,302,11,4,7,0,279,28,1,0,19,180,43,115,65,12,73,69,32,11,0,13,26,36,0,1220,9,0,55,86,20,0,31,186,0,1,8,1193,20,12,0,0,0,12,0,1,369,1,11,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces costaricanus,22,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabrisporus,26,60,0,20,0,0,14,0,0,0,0,23,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,59,0,79,0,0,104,0,76,0,12,114,0,0,59,0,6,0,0,0,7,0,21,0,0,37,0,0,23,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.,0,0,0,59,22,0,0,47,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. UPM-RS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces subrutilus,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,0
Actinobacteria;Actinobacteria;Streptosporangiales;NA;;,0,0,0,78,0,0,0,0,0,0,0,7,0,0,0,0,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,0,0,4,0,0,0,23,0
Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
