sum.taxonomy,K0601_B2,K0601_C3,K0601_E4,K0601_G5,K0601_K6,K0601_L7,K0601_M8,K0601_T9,K0603_A1,K0603_B2,K0603_E4,K0603_G5,K0603_K6,K0603_L7,K0603_M8,K0603_T9,K0605_T9,K0607_A1,K0607_B2,K0607_C3,K0607_E4,K0607_G5,K0607_K6,K0607_L7,K0607_M8,K0607_T9,K0608_B2,K0608_E4,K0608_K6,K0608_L7,K0608_M8,K0608_T9,K0609_A1,K0609_B2,K0609_C3,K0609_E4,K0609_G5,K0609_K6,K0609_L7,K0609_M8,K0609_T9,K0612_G5,K0614_M8,K0760_B2,K0840_E4
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,2,0,0,2,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,27,0,0,0,0,114,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabrisporus,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,43,0,33,0,0,0,0
Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Allosalinactinospora;Allosalinactinospora lopnorensis,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,6,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,10,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;NA;,0,0,28,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,59,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;NA;Thermomonosporaceae bacterium YE4-D4-16-CH2,0,0,23,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;Streptosporangiales;unknown;;,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;,101,138,150,122,69,251,106,64,88,232,1248,26,551,258,231,274,56,115,89,148,123,44,117,85,1333,280,320,46,75,586,239,57,129,196,220,83,414,576,93,364,209,228,474,146,1326
Actinobacteria;Actinobacteria;unknown;unknown;NA;Actinobacteria bacterium SCGC AAA007-J07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium CH9,3,40,1,0,94,0,0,0,12,30,7,22,10,10,5,9,4,5,0,0,0,19,23,2,0,4,18,0,10,0,0,4,11,73,16,0,2,0,0,19,0,3,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium enrichment culture,8,13,7,0,0,32,16,0,6,28,0,3,7,0,0,0,20,0,67,41,13,25,32,9,0,71,37,49,43,0,46,0,27,1,28,32,0,0,0,25,0,15,0,25,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium L2002,0,14,0,0,12,0,0,0,0,7,0,5,0,0,0,10,0,0,0,0,0,6,6,12,0,0,10,0,3,0,5,8,5,32,3,0,0,0,2,0,0,0,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium SCGC AAA007-L10,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium SCGC AAA240-L08,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium WWH12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,6,0,6,0,4,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,20,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;actinobacterium YJF1-30,34,0,0,0,0,10,10,0,4,0,0,0,0,25,0,0,12,0,9,3,30,7,8,7,0,0,0,1,5,0,0,0,18,17,11,20,2,0,2,0,0,18,0,13,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;bacterium Ellin5129,0,0,12,0,0,0,0,0,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;metal-contaminated soil clone K20-25,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,3,0,7,0,0,0,0,11,1,18,0,0,0
Actinobacteria;Actinobacteria;unknown;unknown;NA;unidentified Actinomycete OPT29,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0,0,6,6,3,0,0,0,8,0,2,6,0,0,0,0,0,0,0,0,0
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA;Coriobacteriaceae bacterium enrichment culture,0,1,0,0,3,0,0,0,13,7,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Coriobacteriia;unknown;unknown;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Actinobacteria;Nitriliruptoria;Egicoccales;Egicoccaceae;Egicoccus;Egicoccus halophilus,0,0,0,12,0,0,0,26,0,0,0,0,0,0,0,34,0,43,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,0,10
Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1
Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor alkaliphilus,0,0,0,15,0,0,0,0,0,0,10,4,0,0,0,37,0,94,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,10
Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor sp.,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Actinobacteria;Nitriliruptoria;unknown;unknown;NA;,0,0,0,12,0,0,0,148,0,0,126,0,0,0,32,53,0,65,0,0,0,0,0,0,0,98,0,0,0,0,0,29,1,2,2,0,5,0,1,0,87,0,0,0,298
Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella;,20,12,0,0,20,93,7,0,0,0,12,61,0,69,5,10,0,0,21,0,5,0,0,6,49,14,9,1,3,3,2,48,12,21,11,6,0,8,11,5,74,32,0,0,0
Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella;Gaiella occulta,27,0,0,0,0,0,12,0,14,12,0,2,0,11,0,0,9,0,20,2,17,10,39,13,0,0,1,16,12,22,0,2,12,11,15,28,19,23,139,0,8,25,0,693,1
Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,5,1,5,0,0,0,0,0,0,1,0,0,0,0,252,0,0,0,0,0,0,125,104,0,0,0,0,232,0,3
Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter naiadicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
Actinobacteria;Rubrobacteria;unknown;unknown;NA;,0,0,0,5,0,0,0,0,3,0,5,0,0,1,7,73,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,56,13,0,0,87,0,0,0,0
Actinobacteria;Rubrobacteria;unknown;unknown;NA;bacterium Ellin301,0,0,69,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;,2,0,4,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,42,9,15,9,8,28,9,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp.,9,11,5,0,0,0,11,0,10,0,12,9,23,29,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20,13,19,0,1,0,0,0,41,8,35,54,11,33,0,0,1
Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. L1948,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter brassicae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,47,55,0,0,0,10,33,8,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;unknown;;,16,37,0,0,31,0,0,0,0,0,74,12,0,16,25,23,0,4,0,0,0,0,0,5,0,2,0,0,0,112,0,0,0,0,2,1,88,122,24,37,6,12,88,1,0
Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,15,2,0,0,0,0,0,0
Actinobacteria;Thermoleophilia;unknown;unknown;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,37,13,1,0,0,0,12,0,0
Actinobacteria;unknown;unknown;unknown;;,311,118,26,34,26,157,186,102,39,92,519,162,152,293,67,333,23,90,162,39,177,99,44,46,650,221,109,108,92,447,26,18,125,86,112,164,456,675,403,42,420,188,168,381,281
Apicomplexa;Conoidasida;Eugregarinorida;Gregarinidae;NA;,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Apicomplexa;Conoidasida;Eugregarinorida;unknown;;,0,0,0,0,0,0,0,0,0,0,10,172,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;NA;,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0
Aquificae;Aquificae;Desulfurobacteriales;Desulfurobacteriaceae;Balnearium;Uncultured Balnearium sp.,0,0,0,0,0,0,5,0,0,0,0,4,7,5,0,0,0,0,16,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,67,0
Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;Armatimonas rosea,5,0,8,0,0,10,0,0,2,0,0,0,19,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,2,5,0,0
Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;Fimbriimonas ginsengisoli,17,2,0,0,4,19,0,0,0,0,0,0,1,11,1,0,0,0,0,0,8,0,0,27,0,4,0,0,0,0,0,0,6,0,6,0,0,7,9,0,0,0,22,0,0
Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces;Phaeococcomyces sp.,0,1,0,33,0,0,0,297,0,0,15,0,0,11,0,805,0,135,0,1,0,0,0,0,0,0,0,1,0,64,0,31,0,0,0,0,159,270,22,0,9,0,9,0,149
Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Lasiodiplodia;Lasiodiplodia theobromae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;,17,164,2438,3,4,300,62,1510,156,28,28,1353,193,101,2,4,0,5,852,80,37,176,28,535,0,55,28,66,67,53,3,20,36,386,28,0,29,62,1551,20,588,259,3,426,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium halotolerans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium pulvericola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium sphaerospermum,10,132,647,0,2,118,52,2560,19,0,33,935,26,46,0,6,4,0,44,81,3,59,3,394,0,45,7,43,35,0,0,39,28,13,2,0,1,1,628,5,49,58,0,0,35
Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Devriesia;Devriesia compacta,3,18,2402,0,3,12,0,0,0,1035,0,0,5166,0,0,0,33,0,117,343,0,126,214,0,0,0,1100,392,246,0,151,0,147,2419,203,0,0,0,0,51,0,0,0,75,0
Ascomycota;Dothideomycetes;Capnodiales;unknown;Pseudotaeniolina;Pseudotaeniolina globosa,0,0,85,807,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6
Ascomycota;Dothideomycetes;Dothideales;Dothideaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Hormonema;Hormonema viticola,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;,12,14,77,1730,19,40,461,1647,10,26,488,18,1,79,34,4583,0,1048,306,256,1,39,0,18,0,1,8,8,1,750,0,1118,14,24,18,0,1382,1374,133,3,33,28,195,0,1072
Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;NA;,0,0,0,2,0,0,2,14,0,0,2,0,0,0,0,33,0,4,2,2,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,0,3,7,0,0,0,0,111,0,7
Ascomycota;Dothideomycetes;Dothideales;unknown;;,0,1,0,17,0,14,0,252,0,0,53,0,0,0,3,322,0,249,0,0,0,0,0,0,0,0,0,0,0,1184,0,27,0,2,0,0,232,200,1,0,0,0,3,0,14
Ascomycota;Dothideomycetes;Dothideales;unknown;Stigmina;aff. Stigmina sp.,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,0,21,0,0,0,0,9,182,0,0,0,0,99,0,0
Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;Murispora;Murispora cardui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;Murispora;Murispora fagicola,70,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,13,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;Pyrenochaeta sp. MUT 5216,1,0,0,0,0,571,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,245,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Dictyosporiaceae;Dictyocheirospora;Dictyocheirospora vinaya,1,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;,0,0,22,262,0,0,0,0,0,0,0,0,0,369,559,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,15
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Epicoccum;,0,0,0,5,0,0,0,18,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,77,0,2,0,0,0,0,6,134,0,0,0,0,5,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;NA;,16,69,0,148,11,34,0,664,19,0,542,11,2,2,59,26,0,2189,36,194,12,2,3,3,0,30,0,10,0,653,4,191,0,2,0,0,556,634,177,0,20,41,9298,880,297
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;Phoma sp. OUCMBI101031,0,0,0,7,0,1,0,0,0,0,0,0,0,1,2662,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;NA;Didymosphaeriaceae sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;,4,80,35,1762,158,37,0,337,22,3,1439,25,2,374,1234,851,0,1373,5,693,3,41,0,24,0,33,8,18,0,1544,0,4764,60,208,16,0,733,1231,217,1,16,32,373,0,146
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria chlamydosporigena,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,12,13,0,0,0,22,0,57,0,0,0,62,0,5
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria cumini,5,0,0,2,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,4,103,0,0,3,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;Comoclathris sp.,0,0,0,0,0,0,0,43,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;Comoclathris spartii,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,93,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Curvularia;,0,6,0,3,0,37,45,32,2,1,5,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,8,1,11,3,1,0,0,4,19,262,0,2,0,0,0,2
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Exserohilum;,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;,2,5,0,4,1,193,0,76,1,0,6,1,0,7,41,8,0,1269,0,3,0,3,0,60,0,53,0,0,0,121,0,13,0,8,0,0,21,392,40,0,0,0,10,117,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Neocamarosporium;Neocamarosporium sp.,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Neocamarosporium;Neocamarosporium sp. CBS 588.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;,0,0,2,6,0,0,0,3,0,0,4,0,0,2,23,5,0,1,0,2,1,0,0,6,0,0,0,0,0,74,0,8,53,0,0,0,30,3,0,0,1,0,0,0,3
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;Sporormiaceae sp.,0,0,12,5,0,0,0,0,0,0,0,0,0,0,17,1,0,2,0,24,0,0,0,0,0,0,0,0,0,1,0,0,73,0,0,0,3,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;,1,0,133,127,5,15,0,9,0,0,0,0,0,1,355,48,0,27,0,7,0,0,0,5,0,0,6,0,0,77,0,29,1125,0,0,0,79,1,4,0,4,1,0,0,45
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia fleischhakii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,33,0,0,1,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia sp. (in: Fungi),2,0,0,5,0,16,0,1,0,0,1,0,0,0,2,8,0,3,0,5,0,1,0,0,0,1,0,0,0,63,0,0,0,0,0,0,231,204,0,0,1,2,3,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,10,13,0,0,0,0,10,0,0
Ascomycota;Dothideomycetes;Pleosporales;unknown;;,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;unknown;;,797,41,1,104,178,211,44,328,793,4,74,7,11,36,140,410,31,68,145,212,22,63,10,16,0,189,28,23,91,359,1,117,130,43,51,0,507,221,58,0,86,33,25,38,36
Ascomycota;Dothideomycetes;Pleosporales;unknown;Monodictys;Monodictys castaneae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;unknown;NA;Pleosporales sp.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,1,94,0,6,0,0,5,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;unknown;unknown;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,389,0,0
Ascomycota;Dothideomycetes;unknown;unknown;NA;,4,5,0,11,4,16,0,209,0,12,22,0,1,7,36,42,0,1533,0,10,1,71,0,0,0,0,0,2,3,716,2,87,0,3,9,0,1911,2228,38,0,9,36,148,0,6
Ascomycota;Dothideomycetes;unknown;unknown;NA;Dothideomycetes sp. 11361,3,0,0,309,7,388,0,14,0,0,123,0,3,255,394,0,0,0,7,52,0,19,0,1,0,2,0,0,1,1,0,97,5,0,0,0,633,0,2,0,0,15,0,4,1
Ascomycota;Dothideomycetes;unknown;unknown;Thyrostroma;,0,0,0,3,0,0,0,139,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,26,0,0,0,0,0,5,0,0
